ID_CURSO,TEMA_CLASSROOM,TITULO_MATERIAL,DESCRIPCION_MATERIAL,URL_GITHUB
,08. [ARTE] Obras Maestras del Arte Universal,[Sesión 01] ARTE - 001 La Gioconda (Mona Lisa) de Leonardo da Vinci (1503) (PDF),Disponible en Sesión 01. Paso 8: Obras Maestras de la Historia del Arte (Los grandes genios de la pintura). Acceso directo al recurso interactivo.,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/8.%20ARTE-001_La%20Gioconda%20%28Mona%20Lisa%29%20de%20Leonardo%20da%20Vinci%20%281503%29.pdf
,09. [NIV] Escalafones y Niveles (Cultura 101),[Sesión 01] NIV - 001 Los 7 Niveles de Riqueza y Libertad Financiera (PDF),Disponible en Sesión 01. Paso 9: Escalafones y Niveles (Cultura 101: clasificaciones del mundo). Acceso directo al recurso interactivo.,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/9.%20NIV-001_Los%207%20Niveles%20de%20Riqueza%20y%20Libertad%20Financiera.pdf
,10. [TRUC] Trucos y Soluciones Cotidianas,[Sesión 01] TRUC - 001 Limpieza Ecológica y Manchas Manchas de vino tinto en camisa bla (PDF),"Disponible en Sesión 01. Paso 10: Trucos y Soluciones Cotidianas (Hogar, cocina y vida práctica con IA). Acceso directo al recurso interactivo.",https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/10.%20TRUC-001_Limpieza%20Ecol%C3%B3gica%20y%20Manchas_%20Manchas%20de%20vino%20tinto%20en%20camisa%20bla.pdf
,11. [CUENT] Cuentos Ilustrados para Nietos,[Sesión 01] CUENT - 001 Paso 0 Introduccion Proyecto (PDF),Disponible en Sesión 01. Paso 11: Cuentos Ilustrados para Nietos (Historias personalizadas con valores). Acceso directo al recurso interactivo.,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/11.CUENT-001_Paso_0_Introduccion_Proyecto.pdf
,11. [CUENT] Cuentos Ilustrados para Nietos,[Sesión 01] CUENT - 001 Paso 1 Perros El perro bombero que salvó a los gatitos (PDF),Disponible en Sesión 01. Paso 11: Cuentos Ilustrados para Nietos (Historias personalizadas con valores). Acceso directo al recurso interactivo.,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/11.CUENT-001_Paso_1_Perros_%20El%20perro%20bombero%20que%20salv%C3%B3%20a%20los%20gatitos.pdf
,11. [CUENT] Cuentos Ilustrados para Nietos,[Sesión 01] CUENT - 001 Paso 2 Perros El perro bombero que salvó a los gatitos (PDF),Disponible en Sesión 01. Paso 11: Cuentos Ilustrados para Nietos (Historias personalizadas con valores). Acceso directo al recurso interactivo.,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/11.CUENT-001_Paso_2_Perros_%20El%20perro%20bombero%20que%20salv%C3%B3%20a%20los%20gatitos.pdf
,11. [CUENT] Cuentos Ilustrados para Nietos,[Sesión 01] CUENT - 001 Paso 3 Perros El perro bombero que salvó a los gatitos (PDF),Disponible en Sesión 01. Paso 11: Cuentos Ilustrados para Nietos (Historias personalizadas con valores). Acceso directo al recurso interactivo.,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/11.CUENT-001_Paso_3_Perros_%20El%20perro%20bombero%20que%20salv%C3%B3%20a%20los%20gatitos.pdf
,12. [MOVIL] El Salvavidas del Móvil (Cámara y Voz),[Sesión 01] MOVIL - 001 Símbolos de Lavado Textil Jersey delicado de lana (PDF),Disponible en Sesión 01. Paso 12: El Salvavidas del Móvil (Cámara y voz con la app de Gemini ante la pantalla). Acceso directo al recurso interactivo.,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/12.%20MOVIL-001_S%C3%ADmbolos%20de%20Lavado%20Textil_%20Jersey%20delicado%20de%20lana.pdf
,13. [MEM] Cápsula de la Memoria,[Sesión 01] MEM - 001 La Plaza o el Barrio de Mi Infancia Juegos de Calle (Peonza y Ca (PDF),Disponible en Sesión 01. Paso 13: Cápsula de la Memoria (Fotos de pueblo o barrio con microrrelato para nietos). Acceso directo al recurso interactivo.,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/13.%20MEM-001_La%20Plaza%20o%20el%20Barrio%20de%20Mi%20Infancia_%20Juegos%20de%20Calle%20%28Peonza%20y%20Ca.pdf
,14. [MEC] Cómo Funcionan las Cosas (Vídeo 3D),[Sesión 01] MEC - 001 El Cilindro del Motor de 4 Tiempos (PDF),Disponible en Sesión 01. Paso 14: Cómo Funcionan las Cosas (Mecánica e Ingeniería en Vídeo 3D de 10 seg con Gemini). Acceso directo al recurso interactivo.,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/14.%20MEC-001_El%20Cilindro%20del%20Motor%20de%204%20Tiempos.pdf
